,_id,Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents",County,Latitude,Longitude
194,195,6/2/2025,2020,Methadone,Locality,51075,Goochland County,Chickahominy,3,12.3,Goochland County,37.7204342,-77.8837984
195,196,6/2/2025,2022,Cocaine,Locality,51107,Loudoun County,Loudoun,10,2.4,Loudoun County,39.0984586,-77.6705008
196,197,6/2/2025,2025†,Methadone,Locality,51183,Sussex County,Crater,0,0,Sussex County,36.9096897,-77.2741121
197,198,6/2/2025,2024^,Cocaine,Locality,51750,Radford City,New River,1,5.5,Radford City,37.130445,-80.5793077
198,199,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51047,Culpeper County,Rappahannock/Rapidan,15,28,Culpeper County,38.4912207,-77.9618216
199,200,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51107,Loudoun County,Loudoun,23,5.4,Loudoun County,39.0984586,-77.6705008
200,201,6/2/2025,2021,Cocaine,Locality,51031,Campbell County,Central Virginia,0,0,Campbell County,37.2158191,-79.1165953
201,202,6/2/2025,2020,Cocaine,Locality,51145,Powhatan County,Chesterfield,1,3.3,Powhatan County,37.5531622,-77.9112655
202,203,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51131,Northampton County,Eastern Shore,2,17.1,Northampton County,37.3688433,-75.9265679
203,204,6/2/2025,2021,Any Opioids,Locality,51185,Tazewell County,Cumberland Plateau,26,64.2,Tazewell County,37.1236041,-81.5684129
204,205,6/2/2025,2019,Methadone,Locality,51085,Hanover County,Chickahominy,3,2.8,Hanover County,37.744783,-77.4464165
205,206,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51193,Westmoreland County,Three Rivers,1,5.5,Westmoreland County,38.1153203,-76.7567355
206,207,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51670,Hopewell City,Crater,2,8.9,Hopewell City,37.3103824,-77.2977788
207,208,6/2/2025,2020,Benzodiazepine,Locality,51065,Fluvanna County,Blue Ridge,0,0,Fluvanna County,37.8488527,-78.2789994
208,209,6/2/2025,2022,Methadone,Locality,51097,King and Queen County,Three Rivers,0,0,King and Queen County,37.7196754,-76.8794158
209,210,6/2/2025,2020,Methadone,Locality,51595,Emporia City,Crater,0,0,Emporia City,36.6937606,-77.5357141
210,211,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51099,King George County,Rappahannock,2,7.3,King George County,38.2786312,-77.175356
211,212,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51091,Highland County,Central Shenandoah,0,0,Highland County,38.3841897,-79.5907978
212,213,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51181,Surry County,Crater,2,31.3,Surry County,37.1118778,-76.895924
213,214,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51133,Northumberland County,Three Rivers,0,0,Northumberland County,37.9314992,-76.4836686
214,215,6/2/2025,2019,Any Opioids,Locality,51163,Rockbridge County,Central Shenandoah,1,4.4,Rockbridge County,37.7776,-79.4308
215,216,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51193,Westmoreland County,Three Rivers,8,44.4,Westmoreland County,38.1153203,-76.7567355
216,217,6/2/2025,2025†,Any Opioids,Locality,51007,Amelia County,Piedmont,0,0,Amelia County,37.3319664,-78.008448
217,218,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51520,Bristol City,Mount Rogers,1,6,Bristol City,36.5986958,-82.1812481
218,219,6/2/2025,2020,Heroin,Locality,51177,Spotsylvania County,Rappahannock,14,10.1,Spotsylvania County,38.1880936,-77.6741751
219,220,6/2/2025,2019,Methadone,Locality,51093,Isle of Wight County,Western Tidewater,0,0,Isle of Wight County,36.8953677,-76.7248143
220,221,6/2/2025,2021,All-Drug,Locality,51550,Chesapeake City,Chesapeake,59,23.9,Chesapeake City,36.7503719,-76.22858
221,222,6/2/2025,2023,Methadone,Locality,51147,Prince Edward County,Piedmont,0,0,Prince Edward County,37.2293293,-78.4628573
222,223,6/2/2025,2025†,Heroin,Locality,51049,Cumberland County,Piedmont,0,0,Cumberland County,37.5004191,-78.2469202
223,224,6/2/2025,2025†,Psychostimulant,Locality,51520,Bristol City,Mount Rogers,0,0,Bristol City,36.5986958,-82.1812481
224,225,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51043,Clarke County,Lord Fairfax,0,0,Clarke County,39.119728,-77.9926448
225,226,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51550,Chesapeake City,Chesapeake,25,10.2,Chesapeake City,36.7503719,-76.22858
226,227,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51185,Tazewell County,Cumberland Plateau,3,7.4,Tazewell County,37.1236041,-81.5684129
227,228,6/2/2025,2021,All-Drug,Locality,51720,Norton City,Lenowisco,3,75.3,Norton City,36.9332591,-82.6352237
228,229,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51720,Norton City,Lenowisco,1,25.1,Norton City,36.9332591,-82.6352237
229,230,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51590,Danville City,Pittsylvania/Danville,0,0,Danville City,36.5863941,-79.3920409
230,231,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51013,Arlington County,Arlington,8,3.3,Arlington County,38.8769326,-77.0893094
231,232,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51029,Buckingham County,Piedmont,0,0,Buckingham County,37.5558826,-78.5547172
232,233,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51139,Page County,Lord Fairfax,1,4.2,Page County,38.6002354,-78.5016516
233,234,6/2/2025,2020,Any Opioids,Locality,51133,Northumberland County,Three Rivers,1,8.3,Northumberland County,37.9314992,-76.4836686
234,235,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51610,Falls Church City,Fairfax,0,0,Falls Church City,38.880517,-77.1796109
235,236,6/2/2025,2020,Methadone,Locality,51199,York County,Peninsula,2,2.9,York County,37.2230374,-76.5156945
236,237,6/2/2025,2023,Heroin,Locality,51141,Patrick County,West Piedmont,0,0,Patrick County,36.6818706,-80.284636
237,238,6/2/2025,2023,Heroin,Locality,51069,Frederick County,Lord Fairfax,0,0,Frederick County,39.2127031,-78.279166
238,239,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51091,Highland County,Central Shenandoah,0,0,Highland County,38.3841897,-79.5907978
239,240,6/2/2025,2025†,Benzodiazepine,Locality,51019,Bedford County,Central Virginia,0,0,Bedford County,37.3123905,-79.5399003
240,241,6/2/2025,2021,Any Opioids,Locality,51570,Colonial Heights City,Chesterfield,13,75.6,Colonial Heights City,37.2543528,-77.4091462
241,242,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51037,Charlotte County,Piedmont,4,33.8,Charlotte County,37.0416273,-78.6523968
242,243,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51999,Unknown,Unknown,0,,Unknown,38.9078952,-77.2578458
243,244,6/2/2025,2025†,Psychostimulant,Locality,51109,Louisa County,Blue Ridge,0,0,Louisa County,37.9854441,-77.9486307
244,245,6/2/2025,2025†,Methadone,Locality,51800,Suffolk City,Western Tidewater,0,0,Suffolk City,36.7280842,-76.581348
245,246,6/2/2025,2019,Psychostimulant,Locality,51169,Scott County,Lenowisco,0,0,Scott County,36.7117473,-82.5893052
246,247,6/2/2025,2023,Methadone,Locality,51101,King William County,Three Rivers,0,0,King William County,37.6940722,-77.0690284
247,248,6/2/2025,2022,All-Drug,Locality,51157,Rappahannock County,Rappahannock/Rapidan,4,55.1,Rappahannock County,38.6926326,-78.1495818
248,249,6/2/2025,2021,Any Opioids,Locality,51760,Richmond City,Richmond City,180,77.5,Richmond City,37.5433591,-77.4353135
249,250,6/2/2025,2023,Heroin,Locality,51045,Craig County,Alleghany,0,0,Craig County,37.4760225,-80.1990826
250,251,6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51700,Newport News City,Peninsula,0,0,Newport News City,37.0867976,-76.4715359
251,252,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51011,Appomattox County,Central Virginia,0,0,Appomattox County,37.379893,-78.7944052
252,253,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51011,Appomattox County,Central Virginia,2,12.5,Appomattox County,37.379893,-78.7944052
253,254,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51149,Prince George County,Crater,0,0,Prince George County,37.1815024,-77.2153144
254,255,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,0,0,Lunenburg County,36.9445279,-78.2562001
255,256,6/2/2025,2025†,Methadone,Locality,51015,Augusta County,Central Shenandoah,0,0,Augusta County,38.1793809,-79.1525761
256,257,6/2/2025,2024^,Cocaine,Locality,51530,Buena Vista City,Central Shenandoah,0,0,Buena Vista City,37.4029991,-79.1336537
257,258,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51033,Caroline County,Rappahannock,8,25.9,Caroline County,38.0320305,-77.362363
258,259,6/2/2025,2020,Heroin,Locality,51115,Mathews County,Three Rivers,0,0,Mathews County,37.4481394,-76.331696
259,260,6/2/2025,2024^,Any Opioids,Locality,51113,Madison County,Rappahannock/Rapidan,1,7.5,Madison County,38.4114615,-78.2846634
260,261,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51179,Stafford County,Rappahannock,4,2.6,Stafford County,38.4167265,-77.4579783
261,262,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51025,Brunswick County,Southside,0,0,Brunswick County,36.7788996,-77.8670883
262,263,6/2/2025,2025†,Psychostimulant,Locality,51670,Hopewell City,Crater,0,0,Hopewell City,37.3103824,-77.2977788
263,264,6/2/2025,2020,Benzodiazepine,Locality,51135,Nottoway County,Piedmont,0,0,Nottoway County,37.1489448,-78.0583926
264,265,6/2/2025,2025†,Benzodiazepine,Locality,51085,Hanover County,Chickahominy,0,0,Hanover County,37.744783,-77.4464165
265,266,6/2/2025,2023,Benzodiazepine,Locality,51077,Grayson County,Mount Rogers,0,0,Grayson County,36.6512208,-81.2114025
266,267,6/2/2025,2023,Methadone,Locality,51690,Martinsville City,West Piedmont,0,0,Martinsville City,36.6909706,-79.8750387
267,268,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51163,Rockbridge County,Central Shenandoah,0,0,Rockbridge County,37.7776,-79.4308
268,269,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51031,Campbell County,Central Virginia,0,0,Campbell County,37.2158191,-79.1165953
269,270,6/2/2025,2021,All-Drug,Locality,51017,Bath County,Central Shenandoah,0,0,Bath County,38.0557255,-79.7350017
270,271,6/2/2025,2021,Cocaine,Locality,51017,Bath County,Central Shenandoah,0,0,Bath County,38.0557255,-79.7350017
271,272,6/2/2025,2024^,All-Drug,Locality,51530,Buena Vista City,Central Shenandoah,1,15.6,Buena Vista City,37.4029991,-79.1336537
272,273,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51095,James City County,Peninsula,1,1.3,James City County,37.3211485,-76.7972515
273,274,6/2/2025,2023,Psychostimulant,Locality,51590,Danville City,Pittsylvania/Danville,10,25.1,Danville City,36.5863941,-79.3920409
274,275,6/2/2025,2022,Cocaine,Locality,51183,Sussex County,Crater,0,0,Sussex County,36.9096897,-77.2741121
275,276,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51119,Middlesex County,Three Rivers,0,0,Middlesex County,37.6221412,-76.5904374
276,277,6/2/2025,2025†,All-Drug,Locality,51093,Isle of Wight County,Western Tidewater,0,0,Isle of Wight County,36.8953677,-76.7248143
277,278,6/2/2025,2025†,All-Drug,Locality,51059,Fairfax County,Fairfax,5,0.4,Fairfax County,38.8156356,-77.2836849
278,279,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51125,Nelson County,Blue Ridge,0,0,Nelson County,37.7755351,-78.8973622
279,280,6/2/2025,2019,Heroin,Locality,51089,Henry County,West Piedmont,2,4,Henry County,36.6725813,-79.9242922
280,281,6/2/2025,2025†,All-Drug,Locality,51191,Washington County,Mount Rogers,0,0,Washington County,36.740236,-81.9421666
281,282,6/2/2025,2025†,Psychostimulant,Locality,51173,Smyth County,Mount Rogers,*,*,Smyth County,36.8440149,-81.5418453
282,283,6/2/2025,2021,Benzodiazepine,Locality,51023,Botetourt County,Alleghany,3,8.9,Botetourt County,37.5520825,-79.8029569
283,284,6/2/2025,2025†,Cocaine,Locality,51191,Washington County,Mount Rogers,0,0,Washington County,36.740236,-81.9421666
284,285,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51620,Franklin City,Western Tidewater,1,12.8,Franklin City,38.0078996,-75.3835302
285,286,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51735,Poquoson City,Peninsula,1,8.2,Poquoson City,37.1218129,-76.3965063
286,287,6/2/2025,2025†,Methadone,Locality,51107,Loudoun County,Loudoun,0,0,Loudoun County,39.0984586,-77.6705008
287,288,6/2/2025,2023,Heroin,Locality,51730,Petersburg City,Crater,0,0,Petersburg City,37.2298677,-77.4052087
288,289,6/2/2025,2019,Psychostimulant,Locality,51115,Mathews County,Three Rivers,0,0,Mathews County,37.4481394,-76.331696
289,290,6/2/2025,2021,Heroin,Locality,51105,Lee County,Lenowisco,0,0,Lee County,36.6841272,-83.0973211
290,291,6/2/2025,2024^,Any Opioids,Locality,51775,Salem City,Alleghany,5,19.7,Salem City,37.2919366,-80.0570773
291,292,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51680,Lynchburg City,Central Virginia,13,15.8,Lynchburg City,37.4137536,-79.1422464
292,293,6/2/2025,2021,Cocaine,Locality,51011,Appomattox County,Central Virginia,1,6.2,Appomattox County,37.379893,-78.7944052
293,294,6/2/2025,2025†,Methadone,Locality,51075,Goochland County,Chickahominy,0,0,Goochland County,37.7204342,-77.8837984
294,295,6/2/2025,2019,Cocaine,Locality,51135,Nottoway County,Piedmont,2,13.1,Nottoway County,37.1489448,-78.0583926
295,296,6/2/2025,2023,Any Opioids,Locality,51029,Buckingham County,Piedmont,2,11.6,Buckingham County,37.5558826,-78.5547172
296,297,6/2/2025,2020,Psychostimulant,Locality,51089,Henry County,West Piedmont,11,21.9,Henry County,36.6725813,-79.9242922
297,298,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51103,Lancaster County,Three Rivers,3,28.3,Lancaster County,37.7625738,-76.4723233
298,299,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51147,Prince Edward County,Piedmont,7,30.4,Prince Edward County,37.2293293,-78.4628573
299,300,6/2/2025,2021,All-Drug,Locality,51011,Appomattox County,Central Virginia,2,12.5,Appomattox County,37.379893,-78.7944052
300,301,6/2/2025,2019,Methadone,Locality,51141,Patrick County,West Piedmont,0,0,Patrick County,36.6818706,-80.284636
301,302,6/2/2025,2019,All-Drug,Locality,51103,Lancaster County,Three Rivers,0,0,Lancaster County,37.7625738,-76.4723233
302,303,6/2/2025,2019,Methadone,Locality,51045,Craig County,Alleghany,0,0,Craig County,37.4760225,-80.1990826
303,304,6/2/2025,2019,Methadone,Locality,51069,Frederick County,Lord Fairfax,1,1.1,Frederick County,39.2127031,-78.279166
304,305,6/2/2025,2024^,Psychostimulant,Locality,51600,Fairfax City,Fairfax,0,0,Fairfax City,38.847239,-77.3036133
305,306,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51199,York County,Peninsula,4,5.8,York County,37.2230374,-76.5156945
306,307,6/2/2025,2020,Methadone,Locality,51183,Sussex County,Crater,0,0,Sussex County,36.9096897,-77.2741121
307,308,6/2/2025,2021,Cocaine,Locality,51750,Radford City,New River,0,0,Radford City,37.130445,-80.5793077
308,309,6/2/2025,2022,Methadone,Locality,51143,Pittsylvania County,Pittsylvania/Danville,1,1.7,Pittsylvania County,36.8121678,-79.4364106
309,310,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51630,Fredericksburg City,Rappahannock,1,3.4,Fredericksburg City,38.3016119,-77.4666482
310,311,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51790,Staunton City,Central Shenandoah,1,4,Staunton City,38.1608862,-79.0384442
311,312,6/2/2025,2025†,Methadone,Locality,51029,Buckingham County,Piedmont,0,0,Buckingham County,37.5558826,-78.5547172
312,313,6/2/2025,2019,All-Drug,Locality,51181,Surry County,Crater,1,15.6,Surry County,37.1118778,-76.895924
313,314,6/2/2025,2019,Methadone,Locality,51670,Hopewell City,Crater,0,0,Hopewell City,37.3103824,-77.2977788
314,315,6/2/2025,2023,Any Opioids,Locality,51660,Harrisonburg City,Central Shenandoah,4,7.5,Harrisonburg City,38.4459647,-78.8698623
315,316,6/2/2025,2019,Any Opioids,Locality,51530,Buena Vista City,Central Shenandoah,0,0,Buena Vista City,37.4029991,-79.1336537
316,317,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51595,Emporia City,Crater,0,0,Emporia City,36.6937606,-77.5357141
317,318,6/2/2025,2025†,All-Drug,Locality,51027,Buchanan County,Cumberland Plateau,*,*,Buchanan County,37.2600448,-82.0320334
318,319,6/2/2025,2023,Benzodiazepine,Locality,51185,Tazewell County,Cumberland Plateau,3,7.4,Tazewell County,37.1236041,-81.5684129
319,320,6/2/2025,2025†,Cocaine,Locality,51027,Buchanan County,Cumberland Plateau,*,*,Buchanan County,37.2600448,-82.0320334
320,321,6/2/2025,2019,Cocaine,Locality,51113,Madison County,Rappahannock/Rapidan,0,0,Madison County,38.4114615,-78.2846634
321,322,6/2/2025,2019,All-Drug,Locality,51113,Madison County,Rappahannock/Rapidan,4,30.2,Madison County,38.4114615,-78.2846634
322,323,6/2/2025,2019,Methadone,Locality,51610,Falls Church City,Fairfax,0,0,Falls Church City,38.880517,-77.1796109
323,324,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,1,8.2,Lunenburg County,36.9445279,-78.2562001
324,325,6/2/2025,2023,Any Opioids,Locality,51075,Goochland County,Chickahominy,7,28.7,Goochland County,37.7204342,-77.8837984
325,326,6/2/2025,2019,Psychostimulant,Locality,51107,Loudoun County,Loudoun,2,0.5,Loudoun County,39.0984586,-77.6705008
326,327,6/2/2025,2022,Benzodiazepine,Locality,51670,Hopewell City,Crater,1,4.5,Hopewell City,37.3103824,-77.2977788
327,328,6/2/2025,2022,Methadone,Locality,51775,Salem City,Alleghany,0,0,Salem City,37.2919366,-80.0570773
328,329,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51790,Staunton City,Central Shenandoah,4,15.9,Staunton City,38.1608862,-79.0384442
329,330,6/2/2025,2020,All-Drug,Locality,51019,Bedford County,Central Virginia,20,25.1,Bedford County,37.3123905,-79.5399003
330,331,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51800,Suffolk City,Western Tidewater,3,3.2,Suffolk City,36.7280842,-76.581348
331,332,6/2/2025,2021,Heroin,Locality,51820,Waynesboro City,Central Shenandoah,0,0,Waynesboro City,38.0709289,-78.8749878
332,333,6/2/2025,2021,Psychostimulant,Locality,51041,Chesterfield County,Chesterfield,18,5,Chesterfield County,37.3859982,-77.578509
333,334,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51700,Newport News City,Peninsula,2,1.1,Newport News City,37.0867976,-76.4715359
334,335,6/2/2025,2019,All-Drug,Locality,51157,Rappahannock County,Rappahannock/Rapidan,1,13.6,Rappahannock County,38.6926326,-78.1495818
335,336,6/2/2025,2024^,Psychostimulant,Locality,51065,Fluvanna County,Blue Ridge,1,3.6,Fluvanna County,37.8488527,-78.2789994
336,337,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51011,Appomattox County,Central Virginia,0,0,Appomattox County,37.379893,-78.7944052
