_id,Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents"
276,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51119,Middlesex County,Three Rivers,0,0
277,6/2/2025,2025†,All-Drug,Locality,51093,Isle of Wight County,Western Tidewater,0,0
278,6/2/2025,2025†,All-Drug,Locality,51059,Fairfax County,Fairfax,5,0.4
279,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51125,Nelson County,Blue Ridge,0,0
280,6/2/2025,2019,Heroin,Locality,51089,Henry County,West Piedmont,2,4
281,6/2/2025,2025†,All-Drug,Locality,51191,Washington County,Mount Rogers,0,0
282,6/2/2025,2025†,Psychostimulant,Locality,51173,Smyth County,Mount Rogers,*,*
283,6/2/2025,2021,Benzodiazepine,Locality,51023,Botetourt County,Alleghany,3,8.9
284,6/2/2025,2025†,Cocaine,Locality,51191,Washington County,Mount Rogers,0,0
285,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51620,Franklin City,Western Tidewater,1,12.8
286,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51735,Poquoson City,Peninsula,1,8.2
287,6/2/2025,2025†,Methadone,Locality,51107,Loudoun County,Loudoun,0,0
288,6/2/2025,2023,Heroin,Locality,51730,Petersburg City,Crater,0,0
289,6/2/2025,2019,Psychostimulant,Locality,51115,Mathews County,Three Rivers,0,0
290,6/2/2025,2021,Heroin,Locality,51105,Lee County,Lenowisco,0,0
291,6/2/2025,2024^,Any Opioids,Locality,51775,Salem City,Alleghany,5,19.7
292,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51680,Lynchburg City,Central Virginia,13,15.8
293,6/2/2025,2021,Cocaine,Locality,51011,Appomattox County,Central Virginia,1,6.2
294,6/2/2025,2025†,Methadone,Locality,51075,Goochland County,Chickahominy,0,0
295,6/2/2025,2019,Cocaine,Locality,51135,Nottoway County,Piedmont,2,13.1
296,6/2/2025,2023,Any Opioids,Locality,51029,Buckingham County,Piedmont,2,11.6
297,6/2/2025,2020,Psychostimulant,Locality,51089,Henry County,West Piedmont,11,21.9
298,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51103,Lancaster County,Three Rivers,3,28.3
299,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51147,Prince Edward County,Piedmont,7,30.4
300,6/2/2025,2021,All-Drug,Locality,51011,Appomattox County,Central Virginia,2,12.5
301,6/2/2025,2019,Methadone,Locality,51141,Patrick County,West Piedmont,0,0
302,6/2/2025,2019,All-Drug,Locality,51103,Lancaster County,Three Rivers,0,0
303,6/2/2025,2019,Methadone,Locality,51045,Craig County,Alleghany,0,0
304,6/2/2025,2019,Methadone,Locality,51069,Frederick County,Lord Fairfax,1,1.1
305,6/2/2025,2024^,Psychostimulant,Locality,51600,Fairfax City,Fairfax,0,0
306,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51199,York County,Peninsula,4,5.8
307,6/2/2025,2020,Methadone,Locality,51183,Sussex County,Crater,0,0
308,6/2/2025,2021,Cocaine,Locality,51750,Radford City,New River,0,0
309,6/2/2025,2022,Methadone,Locality,51143,Pittsylvania County,Pittsylvania/Danville,1,1.7
310,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51630,Fredericksburg City,Rappahannock,1,3.4
311,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51790,Staunton City,Central Shenandoah,1,4
312,6/2/2025,2025†,Methadone,Locality,51029,Buckingham County,Piedmont,0,0
313,6/2/2025,2019,All-Drug,Locality,51181,Surry County,Crater,1,15.6
314,6/2/2025,2019,Methadone,Locality,51670,Hopewell City,Crater,0,0
315,6/2/2025,2023,Any Opioids,Locality,51660,Harrisonburg City,Central Shenandoah,4,7.5
316,6/2/2025,2019,Any Opioids,Locality,51530,Buena Vista City,Central Shenandoah,0,0
317,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51595,Emporia City,Crater,0,0
318,6/2/2025,2025†,All-Drug,Locality,51027,Buchanan County,Cumberland Plateau,*,*
319,6/2/2025,2023,Benzodiazepine,Locality,51185,Tazewell County,Cumberland Plateau,3,7.4
320,6/2/2025,2025†,Cocaine,Locality,51027,Buchanan County,Cumberland Plateau,*,*
321,6/2/2025,2019,Cocaine,Locality,51113,Madison County,Rappahannock/Rapidan,0,0
322,6/2/2025,2019,All-Drug,Locality,51113,Madison County,Rappahannock/Rapidan,4,30.2
323,6/2/2025,2019,Methadone,Locality,51610,Falls Church City,Fairfax,0,0
324,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,1,8.2
325,6/2/2025,2023,Any Opioids,Locality,51075,Goochland County,Chickahominy,7,28.7
326,6/2/2025,2019,Psychostimulant,Locality,51107,Loudoun County,Loudoun,2,0.5
327,6/2/2025,2022,Benzodiazepine,Locality,51670,Hopewell City,Crater,1,4.5
328,6/2/2025,2022,Methadone,Locality,51775,Salem City,Alleghany,0,0
329,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51790,Staunton City,Central Shenandoah,4,15.9
330,6/2/2025,2020,All-Drug,Locality,51019,Bedford County,Central Virginia,20,25.1
331,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51800,Suffolk City,Western Tidewater,3,3.2
332,6/2/2025,2021,Heroin,Locality,51820,Waynesboro City,Central Shenandoah,0,0
333,6/2/2025,2021,Psychostimulant,Locality,51041,Chesterfield County,Chesterfield,18,5
334,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51700,Newport News City,Peninsula,2,1.1
335,6/2/2025,2019,All-Drug,Locality,51157,Rappahannock County,Rappahannock/Rapidan,1,13.6
336,6/2/2025,2024^,Psychostimulant,Locality,51065,Fluvanna County,Blue Ridge,1,3.6
337,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51011,Appomattox County,Central Virginia,0,0
338,6/2/2025,2024^,Heroin,Locality,51810,Virginia Beach City,Virginia Beach,3,0.7
339,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51091,Highland County,Central Shenandoah,0,0
340,6/2/2025,2020,Methadone,Locality,51105,Lee County,Lenowisco,0,0
341,6/2/2025,2022,Psychostimulant,Locality,51169,Scott County,Lenowisco,0,0
342,6/2/2025,2024^,Heroin,Locality,51075,Goochland County,Chickahominy,0,0
343,6/2/2025,2020,Psychostimulant,Locality,51163,Rockbridge County,Central Shenandoah,2,8.8
344,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51093,Isle of Wight County,Western Tidewater,1,2.7
345,6/2/2025,2019,Benzodiazepine,Locality,51041,Chesterfield County,Chesterfield,7,2
346,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51089,Henry County,West Piedmont,5,9.9
347,6/2/2025,2023,Heroin,Locality,51179,Stafford County,Rappahannock,1,0.6
348,6/2/2025,2019,Heroin,Locality,51119,Middlesex County,Three Rivers,1,9.5
349,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51840,Winchester City,Lord Fairfax,2,7.1
350,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51079,Greene County,Blue Ridge,0,0
351,6/2/2025,2020,Methadone,Locality,51155,Pulaski County,New River,1,2.9
352,6/2/2025,2024^,Heroin,Locality,51097,King and Queen County,Three Rivers,0,0
353,6/2/2025,2025†,Heroin,Locality,51149,Prince George County,Crater,0,0
354,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51115,Mathews County,Three Rivers,1,11.4
355,6/2/2025,2020,Heroin,Locality,51735,Poquoson City,Peninsula,1,8.2
356,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51510,Alexandria City,Alexandria,5,3.2
357,6/2/2025,2020,Heroin,Locality,51125,Nelson County,Blue Ridge,1,6.8
358,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51077,Grayson County,Mount Rogers,1,6.4
359,6/2/2025,2024^,All-Drug,Locality,51159,Richmond County,Three Rivers,1,11
360,6/2/2025,2022,Benzodiazepine,Locality,51021,Bland County,Mount Rogers,0,0
361,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51005,Alleghany County,Alleghany,1,6.8
362,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51139,Page County,Lord Fairfax,1,4.2
363,6/2/2025,2023,Benzodiazepine,Locality,51093,Isle of Wight County,Western Tidewater,0,0
364,6/2/2025,2019,Heroin,Locality,51790,Staunton City,Central Shenandoah,0,0
365,6/2/2025,2022,Methadone,Locality,51019,Bedford County,Central Virginia,1,1.3
366,6/2/2025,2021,Heroin,Locality,51630,Fredericksburg City,Rappahannock,2,6.8
367,6/2/2025,2025†,Cocaine,Locality,51730,Petersburg City,Crater,*,*
368,6/2/2025,2021,Benzodiazepine,Locality,51173,Smyth County,Mount Rogers,3,10
369,6/2/2025,2020,Heroin,Locality,51071,Giles County,New River,2,12
370,6/2/2025,2025†,Methadone,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
371,6/2/2025,2023,Any Opioids,Locality,51081,Greensville County,Crater,8,70.9
372,6/2/2025,2025†,Psychostimulant,Locality,51023,Botetourt County,Alleghany,0,0
373,6/2/2025,2021,Heroin,Locality,51683,Manassas City,Prince William,1,2.4
374,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51199,York County,Peninsula,1,1.4
375,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51161,Roanoke County,Alleghany,23,24.3
376,6/2/2025,2019,Cocaine,Locality,51167,Russell County,Cumberland Plateau,0,0
377,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51620,Franklin City,Western Tidewater,0,0
378,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51610,Falls Church City,Fairfax,1,6.8
379,6/2/2025,2019,All-Drug,Locality,51167,Russell County,Cumberland Plateau,3,11.3
380,6/2/2025,2024^,Heroin,Locality,51183,Sussex County,Crater,1,9.2
381,6/2/2025,2025†,Benzodiazepine,Locality,51037,Charlotte County,Piedmont,0,0
382,6/2/2025,2022,Any Opioids,Locality,51061,Fauquier County,Rappahannock/Rapidan,16,22.4
383,6/2/2025,2021,Psychostimulant,Locality,51085,Hanover County,Chickahominy,3,2.8
384,6/2/2025,2020,All-Drug,Locality,51775,Salem City,Alleghany,13,51.3
385,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51167,Russell County,Cumberland Plateau,3,11.3
386,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51730,Petersburg City,Crater,33,108.4
387,6/2/2025,2020,Psychostimulant,Locality,51069,Frederick County,Lord Fairfax,7,7.7
388,6/2/2025,2024^,Cocaine,Locality,51195,Wise County,Lenowisco,0,0
389,6/2/2025,2023,All-Drug,Locality,51079,Greene County,Blue Ridge,6,29.8
390,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51017,Bath County,Central Shenandoah,0,0
391,6/2/2025,2021,Methadone,Locality,51121,Montgomery County,New River,0,0
392,6/2/2025,2025†,Benzodiazepine,Locality,51047,Culpeper County,Rappahannock/Rapidan,*,*
393,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51155,Pulaski County,New River,1,2.9
394,6/2/2025,2019,Methadone,Locality,51089,Henry County,West Piedmont,2,4
395,6/2/2025,2020,Psychostimulant,Locality,51045,Craig County,Alleghany,0,0
396,6/2/2025,2023,Any Opioids,Locality,51685,Manassas Park City,Prince William,2,11.1
397,6/2/2025,2023,All-Drug,Locality,51840,Winchester City,Lord Fairfax,8,28.9
398,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51017,Bath County,Central Shenandoah,0,0
399,6/2/2025,2023,Benzodiazepine,Locality,51063,Floyd County,New River,1,6.3
400,6/2/2025,2020,Psychostimulant,Locality,51141,Patrick County,West Piedmont,6,34.3
401,6/2/2025,2020,Methadone,Locality,51115,Mathews County,Three Rivers,0,0
402,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51510,Alexandria City,Alexandria,18,11.3
403,6/2/2025,2025†,Heroin,Locality,51595,Emporia City,Crater,0,0
404,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51011,Appomattox County,Central Virginia,1,6.3
405,6/2/2025,2019,Heroin,Locality,51069,Frederick County,Lord Fairfax,3,3.4
406,6/2/2025,2021,Psychostimulant,Locality,51163,Rockbridge County,Central Shenandoah,0,0
407,6/2/2025,2020,Psychostimulant,Locality,51041,Chesterfield County,Chesterfield,10,2.8
408,6/2/2025,2019,Heroin,Locality,51141,Patrick County,West Piedmont,0,0
409,6/2/2025,2019,Heroin,Locality,51045,Craig County,Alleghany,0,0
410,6/2/2025,2025†,Heroin,Locality,51075,Goochland County,Chickahominy,0,0
411,6/2/2025,2021,Methadone,Locality,51105,Lee County,Lenowisco,0,0
412,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51037,Charlotte County,Piedmont,2,16.8
413,6/2/2025,2025†,Psychostimulant,Locality,51065,Fluvanna County,Blue Ridge,0,0
414,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51800,Suffolk City,Western Tidewater,2,2.1
415,6/2/2025,2020,Heroin,Locality,51820,Waynesboro City,Central Shenandoah,0,0
416,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51011,Appomattox County,Central Virginia,0,0
417,6/2/2025,2023,Psychostimulant,Locality,51169,Scott County,Lenowisco,2,9.2
418,6/2/2025,2025†,Heroin,Locality,51810,Virginia Beach City,Virginia Beach,0,0
419,6/2/2025,2019,Methadone,Locality,51101,King William County,Three Rivers,0,0
420,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51700,Newport News City,Peninsula,0,0
421,6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51091,Highland County,Central Shenandoah,0,0
422,6/2/2025,2020,Benzodiazepine,Locality,51181,Surry County,Crater,0,0
423,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51003,Albemarle County,Blue Ridge,7,6.4
424,6/2/2025,2022,Cocaine,Locality,51153,Prince William County,Prince William,29,6.1
425,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51019,Bedford County,Central Virginia,7,8.9
426,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51630,Fredericksburg City,Rappahannock,0,0
427,6/2/2025,2021,All-Drug,Locality,51003,Albemarle County,Blue Ridge,18,16.3
428,6/2/2025,2025†,Psychostimulant,Locality,51155,Pulaski County,New River,0,0
429,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51075,Goochland County,Chickahominy,0,0
430,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51069,Frederick County,Lord Fairfax,0,0
431,6/2/2025,2020,Benzodiazepine,Locality,51049,Cumberland County,Piedmont,0,0
432,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51081,Greensville County,Crater,1,8.9
433,6/2/2025,2022,Psychostimulant,Locality,51650,Hampton City,Hampton,3,2.2
434,6/2/2025,2025†,Any Opioids,Locality,51121,Montgomery County,New River,0,0
435,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51009,Amherst County,Central Virginia,4,12.7
436,6/2/2025,2021,All-Drug,Locality,51009,Amherst County,Central Virginia,12,37.9
437,6/2/2025,2022,Methadone,Locality,51790,Staunton City,Central Shenandoah,1,4
438,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51051,Dickenson County,Cumberland Plateau,0,0
439,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51685,Manassas Park City,Prince William,1,5.7
440,6/2/2025,2023,Methadone,Locality,51035,Carroll County,Mount Rogers,0,0
441,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51137,Orange County,Rappahannock/Rapidan,1,2.7
442,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
443,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51137,Orange County,Rappahannock/Rapidan,10,27
444,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51595,Emporia City,Crater,0,0
445,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51141,Patrick County,West Piedmont,0,0
446,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51045,Craig County,Alleghany,0,0
447,6/2/2025,2020,Cocaine,Locality,51760,Richmond City,Richmond City,60,25.8
448,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51710,Norfolk City,Norfolk City,8,3.3
449,6/2/2025,2022,All-Drug,Locality,51153,Prince William County,Prince William,77,16.2
450,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51017,Bath County,Central Shenandoah,0,0
451,6/2/2025,2021,Cocaine,Locality,51620,Franklin City,Western Tidewater,1,12.8
452,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51079,Greene County,Blue Ridge,5,24.8
453,6/2/2025,2025†,Psychostimulant,Locality,51075,Goochland County,Chickahominy,0,0
454,6/2/2025,2025†,Heroin,Locality,51065,Fluvanna County,Blue Ridge,0,0
455,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51840,Winchester City,Lord Fairfax,8,28.9
456,6/2/2025,2021,All-Drug,Locality,51620,Franklin City,Western Tidewater,3,38.3
457,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51163,Rockbridge County,Central Shenandoah,1,4.4
458,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51155,Pulaski County,New River,9,26.4
459,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51191,Washington County,Mount Rogers,3,5.6
460,6/2/2025,2021,All-Drug,Locality,51510,Alexandria City,Alexandria,23,14.5
461,6/2/2025,2023,Heroin,Locality,51169,Scott County,Lenowisco,0,0
462,6/2/2025,2019,Psychostimulant,Locality,51069,Frederick County,Lord Fairfax,3,3.4
463,6/2/2025,2024^,Heroin,Locality,51061,Fauquier County,Rappahannock/Rapidan,1,1.4
464,6/2/2025,2019,Methadone,Locality,51115,Mathews County,Three Rivers,0,0
465,6/2/2025,2020,Methadone,Locality,51089,Henry County,West Piedmont,2,4
466,6/2/2025,2025†,Benzodiazepine,Locality,51131,Northampton County,Eastern Shore,0,0
467,6/2/2025,2019,Psychostimulant,Locality,51141,Patrick County,West Piedmont,2,11.4
468,6/2/2025,2024^,Cocaine,Locality,51083,Halifax County,Southside,1,3
469,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51730,Petersburg City,Crater,13,41.5
470,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51510,Alexandria City,Alexandria,14,8.8
471,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51157,Rappahannock County,Rappahannock/Rapidan,1,13.8
472,6/2/2025,2025†,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51530,Buena Vista City,Central Shenandoah,0,0
473,6/2/2025,2021,Heroin,Locality,51171,Shenandoah County,Lord Fairfax,0,0
474,6/2/2025,2021,Cocaine,Locality,51197,Wythe County,Mount Rogers,0,0
475,6/2/2025,2019,Psychostimulant,Locality,51045,Craig County,Alleghany,0,0
476,6/2/2025,2020,Methadone,Locality,51735,Poquoson City,Peninsula,0,0
477,6/2/2025,2025†,Methadone,Locality,51149,Prince George County,Crater,0,0
478,6/2/2025,2023,All-Drug,Locality,51031,Campbell County,Central Virginia,8,14.5
479,6/2/2025,2025†,Benzodiazepine,Locality,51520,Bristol City,Mount Rogers,0,0
480,6/2/2025,2021,Any Opioids,Locality,51101,King William County,Three Rivers,10,56.7
481,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51770,Roanoke City,Roanoke City,4,4
482,6/2/2025,2019,Methadone,Locality,51119,Middlesex County,Three Rivers,0,0
483,6/2/2025,2023,Benzodiazepine,Locality,51073,Gloucester County,Three Rivers,2,5.3
484,6/2/2025,2020,Methadone,Locality,51125,Nelson County,Blue Ridge,0,0
485,6/2/2025,2025†,Cocaine,Locality,51181,Surry County,Crater,0,0
486,6/2/2025,2025†,Methadone,Locality,51678,Lexington City,Central Shenandoah,0,0
487,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51590,Danville City,Pittsylvania/Danville,3,7.5
